"Gene","Name","Resistance","Group","Set","Effect","Effect","Resistance","Profile","PID","Threshold","Coverage","Threshold","Source"
"blaCTX-M-44_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-23_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-22_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-35_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-63_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaOXA-15_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-3_8",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-1_4",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-30_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-45_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-84_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-10_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-14b_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV27_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-2_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-110_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-4_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-71_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-21_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-102_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-95_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV5_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-20_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-89_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-81_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-41_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-104_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-88_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-89_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaTEM10_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaSHV16_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-106_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-85_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-6_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-8_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-15_23",,"RESISTANT","RESISTANCE","FEP,FOX,CRO,CAZ",100,90,,,,,,,
"blaCTX-M-53_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-3_2",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaOXA-11_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-114_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-80_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-14b_4",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-9_7",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-17_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-56_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-75_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-117_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-47_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaVEB-5_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
"blaCTX-M-42_1",,"RESISTANT","RESISTANCE","CAZ,CRO,FEP,FOX",100,90,,,,,,,
